,Unnamed: 0,time,discharge_pressure,suction_pressure
2400,2400,0.0,1.6475928892957958,1.6315709163042649
2401,2401,0.0016666666666669272,1.6475928892957958,1.6319523918516825
2402,2402,0.0033333333333338544,1.6472114137483789,1.6319523918516825
2403,2403,0.004999999999999893,1.6475928892957958,1.6315709163042649
2404,2404,0.006666666666666821,1.6475928892957958,1.6319523918516825
2405,2405,0.008333333333333748,1.6472114137483789,1.6315709163042649
2406,2406,0.010000000000001563,1.6475928892957958,1.6319523918516825
2407,2407,0.011666666666666714,1.6475928892957958,1.6319523918516825
2408,2408,0.013333333333333641,1.6472114137483789,1.6319523918516825
2409,2409,0.015000000000001457,1.6475928892957958,1.6315709163042649
2410,2410,0.016666666666666607,1.6475928892957958,1.6315709163042649
2411,2411,0.018333333333333535,1.6475928892957958,1.6319523918516825
2412,2412,0.020000000000000462,1.6472114137483789,1.6319523918516825
2413,2413,0.0216666666666665,1.6475928892957958,1.6315709163042649
2414,2414,0.023333333333333428,1.6475928892957958,1.6319523918516825
2415,2415,0.025000000000000355,1.6472114137483789,1.6315709163042649
2416,2416,0.026666666666667282,1.6475928892957958,1.6319523918516825
2417,2417,0.02833333333333332,1.6472114137483789,1.6319523918516825
2418,2418,0.03000000000000025,1.6475928892957958,1.6315709163042649
2419,2419,0.031666666666667176,1.6472114137483789,1.6319523918516825
2420,2420,0.033333333333333215,1.6475928892957958,1.6315709163042649
2421,2421,0.03500000000000014,1.6472114137483789,1.6319523918516825
2422,2422,0.03666666666666707,1.6475928892957958,1.6319523918516825
2423,2423,0.038333333333333997,1.6472114137483789,1.6319523918516825
2424,2424,0.040000000000000036,1.6475928892957958,1.6319523918516825
2425,2425,0.04166666666666696,1.6475928892957958,1.6315709163042649
2426,2426,0.04333333333333389,1.6475928892957958,1.6319523918516825
2427,2427,0.04499999999999993,1.6475928892957958,1.6319523918516825
2428,2428,0.046666666666666856,1.6475928892957958,1.6315709163042649
2429,2429,0.04833333333333378,1.6475928892957958,1.6319523918516825
2430,2430,0.04999999999999982,1.6472114137483789,1.6315709163042649
2431,2431,0.05166666666666675,1.6475928892957958,1.6319523918516825
2432,2432,0.05333333333333368,1.6475928892957958,1.6319523918516825
2433,2433,0.05500000000000149,1.6475928892957958,1.6319523918516825
2434,2434,0.05666666666666664,1.6475928892957958,1.6319523918516825
2435,2435,0.05833333333333357,1.6472114137483789,1.6319523918516825
2436,2436,0.0600000000000005,1.6472114137483789,1.6319523918516825
2437,2437,0.061666666666666536,1.6475928892957958,1.6319523918516825
2438,2438,0.06333333333333346,1.6475928892957958,1.6319523918516825
2439,2439,0.06500000000000039,1.6475928892957958,1.6319523918516825
2440,2440,0.06666666666666643,1.6472114137483789,1.6319523918516825
2441,2441,0.06833333333333336,1.6475928892957958,1.6319523918516825
2442,2442,0.07000000000000028,1.6475928892957958,1.6319523918516825
2443,2443,0.07166666666666721,1.6475928892957958,1.6319523918516825
2444,2444,0.07333333333333325,1.6475928892957958,1.6319523918516825
2445,2445,0.07500000000000018,1.6475928892957958,1.6319523918516825
