,Unnamed: 0,Unnamed: 0.1,time,discharge_pressure,suction_pressure
2400,2400,2400,0.0,1.3401235980773631,1.4976729991607538
2401,2401,2401,0.0016666666666669272,1.3405050736247806,1.4976729991607538
2402,2402,2402,0.0033333333333338544,1.340886549172198,1.4972915236133364
2403,2403,2403,0.004999999999999893,1.3405050736247806,1.4976729991607538
2404,2404,2404,0.006666666666666821,1.3405050736247806,1.4976729991607538
2405,2405,2405,0.008333333333333748,1.340886549172198,1.4972915236133364
2406,2406,2406,0.010000000000001563,1.3412680247196154,1.4972915236133364
2407,2407,2407,0.011666666666666714,1.3416495002670328,1.4976729991607538
2408,2408,2408,0.013333333333333641,1.3416495002670328,1.4980544747081712
2409,2409,2409,0.015000000000001457,1.3420309758144502,1.4976729991607538
2410,2410,2410,0.016666666666666607,1.3424124513618676,1.4976729991607538
2411,2411,2411,0.018333333333333535,1.3424124513618676,1.4976729991607538
2412,2412,2412,0.020000000000000462,1.3424124513618676,1.4976729991607538
2413,2413,2413,0.0216666666666665,1.3424124513618676,1.4976729991607538
2414,2414,2414,0.023333333333333428,1.3424124513618676,1.4976729991607538
2415,2415,2415,0.025000000000000355,1.3424124513618676,1.4976729991607538
2416,2416,2416,0.026666666666667282,1.3427939269092848,1.4980544747081712
2417,2417,2417,0.02833333333333332,1.3427939269092848,1.4980544747081712
2418,2418,2418,0.03000000000000025,1.3427939269092848,1.4980544747081712
2419,2419,2419,0.031666666666667176,1.3427939269092848,1.4980544747081712
2420,2420,2420,0.033333333333333215,1.3424124513618676,1.4984359502555886
2421,2421,2421,0.03500000000000014,1.3420309758144502,1.4984359502555886
2422,2422,2422,0.03666666666666707,1.3427939269092848,1.4984359502555886
2423,2423,2423,0.038333333333333997,1.3427939269092848,1.4984359502555886
2424,2424,2424,0.040000000000000036,1.3431754024567024,1.4980544747081712
2425,2425,2425,0.04166666666666696,1.3427939269092848,1.4980544747081712
2426,2426,2426,0.04333333333333389,1.3427939269092848,1.4980544747081712
2427,2427,2427,0.04499999999999993,1.3427939269092848,1.4980544747081712
2428,2428,2428,0.046666666666666856,1.3427939269092848,1.4984359502555886
2429,2429,2429,0.04833333333333378,1.3424124513618676,1.4984359502555886
2430,2430,2430,0.04999999999999982,1.3424124513618676,1.4984359502555886
2431,2431,2431,0.05166666666666675,1.3424124513618676,1.498817425803006
2432,2432,2432,0.05333333333333368,1.3427939269092848,1.498817425803006
2433,2433,2433,0.05500000000000149,1.3427939269092848,1.4984359502555886
2434,2434,2434,0.05666666666666664,1.3427939269092848,1.4984359502555886
2435,2435,2435,0.05833333333333357,1.3427939269092848,1.4980544747081712
2436,2436,2436,0.0600000000000005,1.3427939269092848,1.4980544747081712
2437,2437,2437,0.061666666666666536,1.3424124513618676,1.4980544747081712
2438,2438,2438,0.06333333333333346,1.3424124513618676,1.498817425803006
2439,2439,2439,0.06500000000000039,1.3424124513618676,1.498817425803006
2440,2440,2440,0.06666666666666643,1.3424124513618676,1.498817425803006
2441,2441,2441,0.06833333333333336,1.3427939269092848,1.4991989013504234
2442,2442,2442,0.07000000000000028,1.3424124513618676,1.4991989013504234
2443,2443,2443,0.07166666666666721,1.3424124513618676,1.4991989013504234
2444,2444,2444,0.07333333333333325,1.3420309758144502,1.4991989013504234
2445,2445,2445,0.07500000000000018,1.3424124513618676,1.4991989013504234
2446,2446,2446,0.0766666666666671,1.3427939269092848,1.4991989013504234
2447,2447,2447,0.07833333333333403,1.3427939269092848,1.4991989013504234
2448,2448,2448,0.08000000000000007,1.3431754024567024,1.500724803540093
2449,2449,2449,0.081666666666667,1.3431754024567024,1.5022507057297627
2450,2450,2450,0.08333333333333393,1.3427939269092848,1.5041580834668498
2451,2451,2451,0.08499999999999996,1.3431754024567024,1.5064469367513542
2452,2452,2452,0.08666666666666689,1.3431754024567024,1.5094987411306937
2453,2453,2453,0.08833333333333382,1.3431754024567024,1.5133134966048676
2454,2454,2454,0.08999999999999986,1.3427939269092848,1.5178912031738765
2455,2455,2455,0.09166666666666679,1.3424124513618676,1.5224689097428854
2456,2456,2456,0.09333333333333371,1.3427939269092848,1.52475776302739
2457,2457,2457,0.09500000000000153,1.3435568780041198,1.5259021896696423
2458,2458,2458,0.09666666666666668,1.3439383535515372,1.5270466163118943
2459,2459,2459,0.0983333333333336,1.3443198290989546,1.5278095674067294
2460,2460,2460,0.10000000000000053,1.3439383535515372,1.5278095674067294
2461,2461,2461,0.10166666666666657,1.3443198290989546,1.5285725185015642
2462,2462,2462,0.1033333333333335,1.3443198290989546,1.5289539940489816
2463,2463,2463,0.10500000000000043,1.3447013046463725,1.5289539940489816
2464,2464,2464,0.10666666666666647,1.3447013046463725,1.529335469596399
2465,2465,2465,0.10833333333333339,1.3443198290989546,1.5297169451438164
2466,2466,2466,0.11000000000000032,1.3443198290989546,1.5300984206912338
2467,2467,2467,0.11166666666666725,1.3447013046463725,1.5304798962386512
2468,2468,2468,0.11333333333333329,1.3447013046463725,1.5304798962386512
2469,2469,2469,0.11500000000000021,1.3447013046463725,1.5304798962386512
2470,2470,2470,0.11666666666666714,1.3447013046463725,1.5300984206912338
2471,2471,2471,0.11833333333333318,1.3450827801937897,1.5304798962386512
2472,2472,2472,0.1200000000000001,1.3450827801937897,1.5308613717860686
2473,2473,2473,0.12166666666666703,1.3447013046463725,1.5308613717860686
2474,2474,2474,0.12333333333333396,1.3447013046463725,1.5312428473334858
2475,2475,2475,0.125,1.3447013046463725,1.5312428473334858
2476,2476,2476,0.12666666666666693,1.3450827801937897,1.5316243228809034
2477,2477,2477,0.12833333333333385,1.3454642557412069,1.5316243228809034
2478,2478,2478,0.1299999999999999,1.3454642557412069,1.5320057984283209
2479,2479,2479,0.13166666666666682,1.3458457312886245,1.5320057984283209
2480,2480,2480,0.13333333333333375,1.3454642557412069,1.5320057984283209
2481,2481,2481,0.13500000000000156,1.3454642557412069,1.5327687495231557
2482,2482,2482,0.13666666666666671,1.3454642557412069,1.5327687495231557
2483,2483,2483,0.13833333333333364,1.3450827801937897,1.5327687495231557
2484,2484,2484,0.14000000000000146,1.3450827801937897,1.5331502250705733
2485,2485,2485,0.1416666666666666,1.3447013046463725,1.5327687495231557
2486,2486,2486,0.14333333333333353,1.3450827801937897,1.5327687495231557
2487,2487,2487,0.14500000000000046,1.3454642557412069,1.5323872739757385
2488,2488,2488,0.1466666666666665,1.3454642557412069,1.5327687495231557
2489,2489,2489,0.14833333333333343,1.3454642557412069,1.5327687495231557
2490,2490,2490,0.15000000000000036,1.3454642557412069,1.5327687495231557
2491,2491,2491,0.15166666666666728,1.3454642557412069,1.5331502250705733
